,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,,null,,null,,,,null,,null,,null,null,null,null,null,null,null,,,null,null,,null,null,null
,id,sortid,op_id,n0_min,n0_max,n1_min,n1_max,n2,text1,text2,level,price0,price1,price2,price3,pos1,pos2,pos3,null,ヘルメット,冠,グローブ,投擲機,爪,ブレスレット,ベルト,ブーツ,ネックレス,リング,イヤリング,マント,ブローチ,腕刺青,肩刺青,十字架,共用鎧,専用鎧,片手剣,盾,両手剣,杖,牙,メイス,翼,短剣,弓,矢,槍,笛,スリング,スリング弾丸,ワンド,鞭,宝石,_鎌,_爪武器,_本,_ほうき,_双剣,_ダークコア,_双拳銃,魔弾石,null,null,null,null,null,null,null,null,null,null,null,鎌,爪武器,本,ほうき,双剣,null,null,ダークコア,null,双拳銃,魔弾石,null,null,null,錬金石,触媒石,格闘武器,鞘,マスターキー,保護帯,獣毛装飾,星群,契約霊,ウォーペイント,コサージュ,null,unknown,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
[力Lv1],0,101,0,1,1,0,0,0,[力Lv1],[力Lv1] ,1,0,50,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,100,0,100,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
[力Lv2],1,102,0,2,3,0,0,0,[力Lv2],[力Lv2] ,3,0,51,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
[力Lv3],2,103,0,4,5,0,0,0,[力Lv3],[力Lv3] ,7,0,52,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
[力Lv4],3,104,0,6,7,0,0,0,[力Lv4],[力Lv4] ,13,0,53,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,100,0,100,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
[力Lv5],4,105,0,8,10,0,0,0,[力Lv5],[力Lv5] ,21,0,55,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,24,0,0,100,0,100,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
[力Lv6],5,106,0,11,15,0,0,0,[力Lv6],[力Lv6] ,31,0,56,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,24,0,0,100,0,100,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
[力Lv7],6,107,0,16,20,0,0,0,[力Lv7],[力Lv7] ,44,0,57,2,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,24,0,0,100,0,95,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
[力Lv8],7,108,0,21,30,0,0,0,[力Lv8],[力Lv8] ,60,0,60,2,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,25,0,0,95,0,85,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
