<font style="color:#FF0033;">斧骸骨戦士</font>,アンデット,一般1,
 <img src="../monster/design/image/monster/00c90000.png" width="120" height="120">,両手剣(410),鈍器(270),矢(410),足(230),槍投擲機(210),帰還(160),鎌(410),魔弾(410),

<font style="color:#FF0033;">攻撃骸骨戦士</font>,アンデット,一般2,
  <img src="../monster/design/image/monster/00C90001.png" width="120" height="120" width="120" height="120">,両手剣(380),ステッキ(250),盾(380),足(210),槍投擲機(190),帰還(150),鎌(380),

<font style="color:#FF0033;">骸骨狂戦士</font>,アンデット,一般3,
 <img src="../monster/design/image/monster/00C90002.png" width="120" height="120">,両手剣(360),鈍器(240),矢(360),足(200),槍投擲機(180),帰還(140),鎌(360),魔弾(240),

<font style="color:#FF0033;">死の斧</font>,アンデット,セミ1,
 <img src="../monster/design/image/monster/00C90003.png" width="120" height="120">,両手剣(390),ステッキ(260),盾(390),足(220),槍投擲機(200),帰還(160),鎌(390),

<font style="color:#FF0033;">地獄の斧</font>,アンデット,ボス1,
 <img src="../monster/design/image/monster/00C90004.png" width="120" height="120">,両手剣(470),鈍器(310),盾(470),足(260),槍投擲機(240),帰還(190),鎌(470),

<font style="color:#FF0033;">両刀骸骨戦士</font>,アンデット,一般1,
 <img src="../monster/design/image/monster/00CA0002.png" width="120" height="120">,片手剣(410),弓(270),矢(410),兜・帽子(230),槍投擲機(210),帰還(160),クロー(410),銃(270),魔弾(410),

<font style="color:#FF0033;">防御骸骨戦士</font>,アンデット,一般2,
 <img src="../monster/design/image/monster/00CA0004.png" width="120" height="120">,片手剣(380),槍(250),弾(380),兜・帽子(210),槍投擲機(190),帰還(150),クロー(380),箒(250),

<font style="color:#FF0033;">骸骨剣士</font>,アンデット,一般3,
 <img src="../monster/design/image/monster/00CA0001.png" width="120" height="120">,片手剣(360),弓(240),矢(360),兜・帽子(200),槍投擲機(180),帰還(140),クロー(360),銃(240),魔弾(360),

<font style="color:#FF0033;">死の双剣士</font>,アンデット,セミ1,
 <img src="../monster/design/image/monster/00CA0003.png" width="120" height="120">,片手剣(390),槍(260),鍵(30),兜・帽子(220),槍投擲機(200),帰還(160),クロー(390),箒(260),

<font style="color:#FF0033;">地獄の双剣</font>,アンデット,ボス1,
 <img src="../monster/design/image/monster/00CA0000.png" width="120" height="120">,片手剣(470),弓(310),鍵(50),兜・帽子(260),槍投擲機(240),帰還(190),クロー(470),銃(310),

<font style="color:#FF0033;">大型骸骨</font>,アンデット,一般1,
 <img src="../monster/design/image/monster/00CB0004.png" width="120" height="120">,鈍器(410),両手剣(270),弾(410),職業鎧(230),冠(210),能力向上1(160),鎌(270),

<font style="color:#FF0033;">巨人骸骨</font>,アンデット,一般2,
 <img src="../monster/design/image/monster/00CB0003.png" width="120" height="120">,鈍器(380),牙(250),矢(380),職業鎧(210),指輪(190),能力向上1(150),双剣(250),魔弾(380),

<font style="color:#FF0033;">骸骨騎士</font>,アンデット,一般3,
 <img src="../monster/design/image/monster/00CB0000.png" width="120" height="120">,鈍器(360),スリング(240),矢(360),職業鎧(200),爪(180),能力向上1(140),魔弾(360),

<font style="color:#FF0033;">デスナイト</font>,アンデット,セミ1,
 <img src="../monster/design/image/monster/00CB0002.png" width="120" height="120">,鈍器(390),牙(260),弾(390),鎧(220),爪(200),能力向上1(160),双剣(260),

<font style="color:#FF0033;">地獄の騎士</font>,アンデット,ボス1,
 <img src="../monster/design/image/monster/00CB0001.png" width="120" height="120">,鈍器(470),ステッキ(310),矢(470),鎧(260),爪(240),能力向上1(190),魔弾(470),

<font style="color:#FF0033;">リビングデッド</font>,アンデット,一般1,
 <img src="../monster/design/image/monster/00CC0000.png" width="120" height="120">,投擲(410),牙(270),イベント(410),腰(230),爪(210),帰還(160),双剣(270),

<font style="color:#FF0033;">グール</font>,アンデット,一般2,
 <img src="../monster/design/image/monster/00CC0002.png" width="120" height="120">,投擲(380),スリング(250),イベント(380),足(210),爪(190),帰還(150),

<font style="color:#FF0033;">ゾンビ</font>,アンデット,一般3,
 <img src="../monster/design/image/monster/00CC0004.png" width="120" height="120">,投擲(360),牙(240),イベント(360),兜・帽子(200),爪(180),帰還(140),双剣(240),

<font style="color:#FF0033;">スプーク</font>,アンデット,セミ1,
 <img src="../monster/design/image/monster/00CC0003.png" width="120" height="120">,投擲(390),スリング(260),状態異常回復1(390),腰(220),爪(200),帰還(160),

<font style="color:#FF0033;">デスピンサー</font>,アンデット,ボス1,
 <img src="../monster/design/image/monster/00CC0001.png" width="120" height="120">,投擲(470),牙(310),状態異常回復1(470),鎧(260),爪(240),帰還(190),双剣(310),

<font style="color:#FF0033;">スリップワーカー</font>,アンデット,一般1,
 <img src="../monster/design/image/monster/00CD0001.png" width="120" height="120">,スリング(410),ステッキ(270),弾(410),兜・帽子(230),首(210),ブローチ(120),

<font style="color:#FF0033;">ルナティック</font>,アンデット,一般2,
 <img src="../monster/design/image/monster/00CD0000.png" width="120" height="120">,スリング(380),ステッキ(250),弾(380),足(210),首(190),ブローチ(130),

<font style="color:#FF0033;">プレーガー</font>,アンデット,一般3,
 <img src="../monster/design/image/monster/00CD0002.png" width="120" height="120">,スリング(360),ステッキ(240),弾(360),腰(200),首(180),ブローチ(140),

<font style="color:#FF0033;">ジャンキー</font>,アンデット,セミ1,
 <img src="../monster/design/image/monster/00CD0004.png" width="120" height="120">,スリング(390),ステッキ(260),鍵(30),兜・帽子(220),イヤリング(200),ブローチ(150),

<font style="color:#FF0033;">アライブコープス</font>,アンデット,ボス1,
 <img src="../monster/design/image/monster/00CD0003.png" width="120" height="120">,スリング(470),ステッキ(310),鍵(50),足(260),首(240),ブローチ(160),

<font style="color:#FF0033;">ゴースト</font>,アンデット,一般1,
 <img src="../monster/design/image/monster/00CE0000.png" width="120" height="120">,笛(410),翼(10),鍵(10),マント(230),イヤリング(210),ブローチ(150),水晶(410),

<font style="color:#FF0033;">イリュージョン</font>,アンデット,一般2,
 <img src="../monster/design/image/monster/00CE0001.png" width="120" height="120">,笛(380),翼(250),矢(380),マント(210),イヤリング(190),ブローチ(160),水晶(380),魔弾(380),

<font style="color:#FF0033;">ファントム</font>,アンデット,一般3,
 <img src="../monster/design/image/monster/00CE0002.png" width="120" height="120">,笛(360),翼(240),矢(360),マント(200),イヤリング(180),ブローチ(170),水晶(240),魔弾(360),

<font style="color:#FF0033;">バンシー</font>,アンデット,セミ1,
 <img src="../monster/design/image/monster/00CE0004.png" width="120" height="120">,笛(390),翼(260),イベント(390),マント(220),イヤリング(200),ブローチ(180),水晶(260),

<font style="color:#FF0033;">幻影</font>,アンデット,ボス1,
 <img src="../monster/design/image/monster/00CE0003.png" width="120" height="120">,笛(470),翼(310),鍵(470),マント(260),イヤリング(240),ブローチ(190),水晶(310),

<font style="color:#FF0033;">ミイラ</font>,アンデット,一般2,
 <img src="../monster/design/image/monster/00CF0001.png" width="120" height="120">,槍(380),杖(250),状態異常回復1(380),腰(210),手首(190),能力向上2(150),本(250),箒(380),

<font style="color:#FF0033;">包帯人間</font>,アンデット,一般3,
 <img src="../monster/design/image/monster/00CF0000.png" width="120" height="120">,槍(360),杖(240),矢(360),腰(200),手首(180),能力向上2(140),本(240),箒(360),魔弾(360),

<font style="color:#FF0033;">エンバームド</font>,アンデット,一般4,
 <img src="../monster/design/image/monster/00CF0002.png" width="120" height="120">,槍(300),鞭(200),状態異常回復1(300),腰(170),手首(150),能力向上2(120),箒(300),

<font style="color:#FF0033;">マミー</font>,アンデット,セミ1,
 <img src="../monster/design/image/monster/00CF0004.png" width="120" height="120">,槍(390),杖(260),状態異常回復1(390),腰(220),手首(200),能力向上2(160),本(260),箒(390),

<font style="color:#FF0033;">マミーキング</font>,アンデット,ボス1,
 <img src="../monster/design/image/monster/00CF0003.png" width="120" height="120">,槍(470),鞭(310),状態異常回復1(470),腰(260),手首(240),能力向上2(190),箒(470),

<font style="color:#FF0033;">リビングメイル</font>,アンデット,一般2,
 <img src="../monster/design/image/monster/00D00000.png" width="120" height="120">,弓(380),片手剣(250),盾(380),鎧(210),手首(190),能力向上1(150),クロー(250),銃(380),

<font style="color:#FF0033;">鎧霊</font>,アンデット,一般3,
 <img src="../monster/design/image/monster/00D00001.png" width="120" height="120">,弓(360),片手剣(240),弾(360),鎧(200),首(180),能力向上1(140),クロー(240),銃(360),

<font style="color:#FF0033;">幽霊鎧</font>,アンデット,一般4,
 <img src="../monster/design/image/monster/00D00002.png" width="120" height="120">,弓(300),両手剣(200),盾(300),鎧(170),手首(150),能力向上1(120),鎌(200),銃(300),

<font style="color:#FF0033;">守護鎧</font>,アンデット,セミ1,
 <img src="../monster/design/image/monster/00D00003.png" width="120" height="120">,弓(390),片手剣(260),盾(390),鎧(220),首(200),能力向上1(160),クロー(260),銃(390),

<font style="color:#FF0033;">幻想鎧</font>,アンデット,ボス1,
 <img src="../monster/design/image/monster/00D00004.png" width="120" height="120">,弓(470),両手剣(310),盾(470),鎧(260),手首(240),能力向上2(190),鎌(310),銃(470),

<font style="color:#FF0033;">ヴァンパイア</font>,アンデット,一般3,
 <img src="../monster/design/image/monster/00D10000.png" width="120" height="120">,鞭(360),牙(240),イベント(360),職業鎧(200),指輪(180),特殊1(140),双剣(240),

<font style="color:#FF0033;">上級ヴァンパイア</font>,アンデット,セミ1,
 <img src="../monster/design/image/monster/00D10001.png" width="120" height="120">,鞭(390),笛(260),イベント(390),職業鎧(220),指輪(200),特殊1(160),

<font style="color:#FF0033;">古代ヴァンパイア</font>,アンデット,セミ2,
 <img src="../monster/design/image/monster/00D10002.png" width="120" height="120">,鞭(420),牙(280),弾(420),職業鎧(230),指輪(210),特殊1(170),双剣(280),

<font style="color:#FF0033;">ドラキュラ</font>,アンデット,ボス1,
 <img src="../monster/design/image/monster/00D10003.png" width="120" height="120">,鞭(470),笛(310),CP回復(470),職業鎧(260),指輪(240),特殊1(190),

<font style="color:#FF0033;">ノースフェラトゥ</font>,アンデット,ボス2,
 <img src="../monster/design/image/monster/00D10004.png" width="120" height="120">,鞭(490),牙(330),HP回復(490),職業鎧(270),指輪(250),特殊1(200),双剣(330),

<font style="color:#FF0033;">死霊魔術師</font>,アンデット,セミ1,
 <img src="../monster/design/image/monster/00D20003.png" width="120" height="120">,杖(390),翼(260),イベント(390),グローブ(220),冠(200),ブローチ(200),本(390),水晶(260),

<font style="color:#FF0033;">レイス</font>,アンデット,セミ2,
 <img src="../monster/design/image/monster/00D20002.png" width="120" height="120">,杖(420),翼(280),状態異常回復1(420),グローブ(230),冠(210),ブローチ(250),本(420),水晶(280),

<font style="color:#FF0033;">ワイト</font>,アンデット,セミ3,
 <img src="../monster/design/image/monster/00D20001.png" width="120" height="120">,杖(450),投擲(300),CP回復(450),グローブ(250),冠(230),ブローチ(300),本(450),

<font style="color:#FF0033;">リッチ</font>,アンデット,ボス2,
 <img src="../monster/design/image/monster/00D20004.png" width="120" height="120">,杖(490),翼(330),HP回復(490),グローブ(270),冠(250),ブローチ(400),本(490),水晶(330),

<font style="color:#FF0033;">アークリッチ</font>,アンデット,ボス3,
 <img src="../monster/design/image/monster/00D20000.png" width="120" height="120">,杖(510),投擲(340),状態異常回復2(130),グローブ(280),冠(260),ブローチ(500),本(510),

